FilePath,LineNumber,RecieverVaribale,Context,Label
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,551,java.lang.StringBuilder,java.lang.StringBuilder append append append {  if charAt char { length <  for,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\ReverseCharSequence.java,52,java.lang.CharSequence,java.lang.CharSequence subSequence length ReverseCharSequence new return length int,subSequence
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\SyntaxUtilities.java,94,java.lang.String,java.lang.String equals  if else Color.white return  if else Color.orange return  if else Color.yellow return  if else Color.blue return  if else,equals
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,196,java.lang.Class,java.lang.Class isArray  if _class=value.getClass Class<?>,isArray
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,771,java.security.MessageDigest,java.security.MessageDigest  update return } update 0xff) & 8 >> 0xff) &,digest
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\ThreadUtilities.java,142,java.util.concurrent.CountDownLatch,java.util.concurrent.CountDownLatch getCount  while } } Log.log Exception:") Target Log.log,getCount
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\XMLUtilities.java,68,java.lang.String,java.lang.String charAt length length char { length <  for StringBuilder StringBuilder,charAt
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\ThreadUtilities.java,64,java.awt.EventQueue,java.awt.EventQueue invokeLater isDispatchThread else run  if,invokeLater
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,123,java.lang.String,java.lang.String ubtring get get ize 1) + get int get int { size <  for int,substring
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\TaskManager.java,91,java.util.List,java.util.List contains  if,contains
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\Log.java,455,java.awt.Toolkit,java.awt.Toolkit beep { 1000) > -  if currentTimeMillis long {  if println else,beep
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,67,java.awt.Font,java.awt.Font getFamily getFamily parseStyle {  catch } parseStyle,getFamily
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,143,java.beans.PropertyDescriptor,java.beans.PropertyDescriptor getName getReadMethod getName + "." + _pname=root String _val=_get.invoke Object { !=  if _get=prop.getReadMethod Method continue  if,getName
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,589,java.util.Stack,java.util.Stack push push else } push append { '!') == 1) + charAt && length != 1 +  if,push
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,762,java.security.MessageDigest,java.security.MessageDigest getInstance MessageDigest { try,getInstance
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,130,java.lang.StringBuilder,java.lang.StringBuilder append append append append append } append,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,259,java.lang.StringBuilder,java.lang.StringBuilder toString append append append return } } } append,toString
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\TaskManager.java,83,java.util.List,java.util.List contains  if,contains
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\Log.java,339,java.util.StringTokenizer,java.util.StringTokenizer nextToken hasMoreTokens _log {  while boolean int,nextToken
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\Log.java,307,java.lang.Thread,java.lang.Thread current _source= { ==  if _source String,currentThread
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,716,java.lang.String,java.lang.String equals  if else true return "on".equals || "yes".equals ||  if else  return Boolean) instanceof  if else return ==  if,equals
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\TaskManager.java,258,java.lang.Runnable,java.lang.Runnable run,run
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,122,java.util.List,java.util.List get get size int get int { size <  for int append,get
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,142,java.lang.reflect.Method,java.lang.reflect.Method invoke _val= Object { !=  if _get=prop.getReadMethod Method continue  if { _props) : PropertyDescriptor  for,invoke
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\Log.java,146,java.lang.System,java.lang.System getProperty setErr setOut { :  for String[] Log.level=level,getProperty
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,577,java.lang.StringBuilder,java.lang.StringBuilder append append append append append append append append append append { '!') == 1) + charAt && length != 1 +  if append '{': case break,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,260,java.lang.Long,java.lang.Long class || _class == .TYPE)   _ret=.valueOf _ret= Long.TYPE) == _class || Long.class ==  if else _ret=Integer.valueOf Integer.TYPE) == _class || Integer.class ==  if else _ret=Float.valueOf Float.TYPE) == _class || Float.class ==  if else _ret=Double.valueOf Double.TYPE) == _class || Double.class ==  if else _ret=Character.valueOf Character.TYPE) == _class || Character.class ==  if else,valueOf
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,582,java.lang.StringBuilder,java.lang.StringBuilder append append append append append append append append append append append append else append GROUP) == peek &&  if ',': case break push else,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,605,java.lang.StringBuilder,java.lang.StringBuilder append append append append append append append append append append append append append append append append : default break append else },append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\SyntaxUtilities.java,58,java.lang.String,java.lang.String substring return 0xffffff) & toHexString String,substring
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,184,java.awt.Color,java.awt.Color getGreen getRed append append append StringBuilder StringBuilder,getGreen
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\Task.java,64,java.lang.Thread,java.lang.Thread current { try TaskManager.instance.fireRunning,currentThread
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,410,java.lang.Math,java.lang.Math min int toCharArray toCharArray } 1 return,min
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,129,java.lang.String,java.lang.String ubtring ubtring ubtring get get ize } append,substring
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\EnhancedTreeCellRenderer.java,98,javax.swing.JTree,javax.swing.JTree addPropertyChangeListener removePropertyChangeListener getCellRenderer } } removePropertyChangeListener,addPropertyChangeListener
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\Log.java,128,java.lang.System,java.lang.System setErr setOut System.setOut { == System.err && ==  if {  if,setErr
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\ThreadUtilities.java,89,java.util.concurrent.CountDownLatch,java.util.concurrent.CountDownLatch await getCount { try { 0) >  while CountDownLatchRunnable CountDownLatchRunnable,await
